Temperature,Humidity,HeartRate,AccelX,AccelY,AccelZ,HealthStatus
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,30.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,32.0,80.0,-0.23,-0.09,-1.06,1
28.0,30.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.05,1
28.0,32.0,80.0,-0.23,-0.09,-1.06,1
28.0,30.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.08,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.08,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.05,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,30.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,32.0,80.0,-0.23,-0.09,-1.06,1
28.0,30.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.08,-1.06,1
28.0,32.0,80.0,-0.23,-0.09,-1.06,1
28.0,30.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.05,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,30.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.22,-0.09,-1.06,1
28.0,30.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.07,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.23,-0.09,-1.06,1
28.0,31.0,80.0,-0.21,-0.09,-1.06,1
28.0,31.0,80.0,-0.22,-0.09,-1.06,1
28.0,31.0,80.0,-0.22,-0.09,-1.06,1
28.0,30.0,80.0,-0.22,-0.09,-1.06,1
28.0,31.0,80.0,-0.22,-0.09,-1.06,1
28.2,31.0,80.0,-0.21,-0.09,-1.07,1
28.5,30.0,80.0,-0.22,-0.09,-1.06,1
28.5,31.0,80.0,-0.22,-0.09,-1.06,1
28.5,32.0,80.0,-0.21,-0.09,-1.06,1
28.5,30.0,80.0,-0.22,-0.09,-1.06,1
28.5,31.0,80.0,-0.21,-0.09,-1.06,1
28.5,31.0,80.0,-0.21,-0.09,-1.06,1
28.5,31.0,80.0,-0.21,-0.09,-1.06,1
28.5,31.0,80.0,-0.21,-0.09,-1.06,1
28.5,31.0,80.0,-0.21,-0.09,-1.06,1
28.5,31.0,80.0,-0.22,-0.09,-1.06,1
28.5,31.0,80.0,-0.22,-0.09,-1.06,1
28.5,31.0,80.0,-0.22,-0.09,-1.07,1
28.5,31.0,80.0,-0.22,-0.09,-1.06,1
28.5,31.0,80.0,-0.22,-0.09,-1.06,1
28.5,30.0,80.0,-0.21,-0.09,-1.06,1
28.5,31.0,80.0,-0.22,-0.09,-1.06,1
28.5,32.0,80.0,-0.22,-0.09,-1.06,1
28.5,30.0,80.0,-0.21,-0.09,-1.05,1
28.5,31.0,80.0,-0.21,-0.09,-1.06,1
28.5,32.0,80.0,-0.21,-0.09,-1.06,1
28.5,31.0,80.0,-0.21,-0.09,-1.06,1
28.5,31.0,80.0,-0.22,-0.09,-1.06,1
28.5,31.0,80.0,-0.21,-0.09,-1.06,1
28.5,31.0,80.0,-0.21,-0.09,-1.06,1
28.5,31.0,80.0,-0.21,-0.09,-1.06,1
28.5,31.0,80.0,-0.21,-0.09,-1.06,1
28.5,31.0,80.0,-0.22,-0.09,-1.06,1
28.5,31.0,80.0,-0.21,-0.1,-1.06,0
28.5,31.0,80.0,-0.21,-0.09,-1.06,1
28.5,31.0,80.0,-0.22,-0.09,-1.06,1
28.5,31.0,80.0,-0.22,-0.09,-1.06,1
28.5,30.0,80.0,-0.22,-0.09,-1.06,1
28.5,31.0,80.0,-0.21,-0.09,-1.06,1
28.5,32.0,80.0,-0.22,-0.09,-1.06,1
28.5,30.0,80.0,-0.21,-0.09,-1.06,1
28.5,31.0,80.0,-0.22,-0.09,-1.06,1
28.5,31.0,80.0,-0.22,-0.09,-1.06,1
28.5,31.0,80.0,-0.22,-0.09,-1.06,1
28.5,31.0,80.0,-0.22,-0.09,-1.06,1
28.5,31.0,80.0,-0.21,-0.1,-1.06,0
28.6,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.05,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.07,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.05,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,32.0,80.0,-0.22,-0.09,-1.06,1
28.9,30.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,32.0,80.0,-0.21,-0.09,-1.06,1
28.9,30.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.05,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.1,-1.06,0
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,30.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,30.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,32.0,80.0,-0.21,-0.1,-1.07,0
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.05,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.1,-1.06,0
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,30.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,32.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.05,1
28.9,31.0,80.0,-0.21,-0.09,-1.05,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.1,-1.06,0
28.9,31.0,80.0,-0.21,-0.1,-1.06,0
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,30.0,80.0,-0.21,-0.09,-1.06,1
28.9,31.0,80.0,-0.22,-0.09,-1.06,1
28.9,32.0,80.0,-0.22,-0.09,-1.06,1
28.9,30.0,80.0,-0.22,-0.09,-1.06,1
28.9,31.0,80.0,-0.21,-0.09,-1.06,1
28.9,32.0,80.0,-0.21,-0.09,-1.06,1
29.0,30.0,80.0,-0.22,-0.09,-1.06,1
29.0,31.0,80.0,-0.22,-0.09,-1.05,1
29.2,31.0,80.0,-0.21,-0.09,-1.06,1
29.3,31.0,80.0,-0.22,-0.09,-1.06,1
29.3,31.0,80.0,-0.22,-0.09,-1.05,1
29.3,31.0,80.0,-0.22,-0.09,-1.06,1
29.3,31.0,80.0,-0.22,-0.09,-1.06,1
29.3,31.0,80.0,-0.22,-0.09,-1.06,1
29.3,31.0,80.0,-0.21,-0.09,-1.06,1
29.3,31.0,80.0,-0.21,-0.09,-1.06,1
29.3,31.0,80.0,-0.22,-0.09,-1.06,1
29.3,31.0,80.0,-0.22,-0.09,-1.06,1
29.3,31.0,80.0,-0.21,-0.1,-1.06,0
29.3,32.0,80.0,-0.22,-0.09,-1.06,1
29.3,30.0,80.0,-0.21,-0.09,-1.06,1
29.3,31.0,80.0,-0.22,-0.09,-1.06,1
29.3,31.0,80.0,-0.22,-0.09,-1.05,1
29.3,31.0,80.0,-0.21,-0.09,-1.06,1
29.3,31.0,80.0,-0.21,-0.09,-1.06,1
29.3,31.0,80.0,-0.21,-0.09,-1.06,1
29.3,31.0,80.0,-0.22,-0.09,-1.06,1
29.3,31.0,80.0,-0.22,-0.09,-1.06,1
29.3,31.0,80.0,-0.21,-0.09,-1.06,1
29.3,31.0,80.0,-0.21,-0.1,-1.06,0
29.3,31.0,80.0,-0.21,-0.09,-1.06,1
29.3,30.0,80.0,-0.21,-0.09,-1.06,1
29.3,31.0,80.0,-0.22,-0.09,-1.06,1
29.3,32.0,80.0,-0.21,-0.09,-1.06,1
29.3,31.0,80.0,-0.22,-0.09,-1.06,1
29.3,31.0,80.0,-0.21,-0.09,-1.06,1
29.3,31.0,80.0,-0.22,-0.09,-1.06,1
29.3,31.0,80.0,-0.21,-0.09,-1.06,1
33.8,31.0,80.0,-0.1,-0.41,-0.99,0
33.8,30.0,80.0,-0.1,-0.41,-0.99,0
33.8,31.0,80.0,-0.1,-0.41,-0.99,0
33.7,31.0,80.0,-0.1,-0.41,-0.99,0
33.5,32.0,80.0,-0.1,-0.41,-0.99,0
33.3,31.0,80.0,-0.1,-0.4,-0.99,0
33.3,31.0,80.0,-0.1,-0.41,-0.99,0
33.3,31.0,80.0,-0.1,-0.41,-0.99,0
33.3,30.0,80.0,-0.11,-0.4,-0.99,0
33.3,32.0,80.0,-0.1,-0.41,-0.99,0
33.3,31.0,80.0,-0.1,-0.42,-1.0,0
33.3,31.0,80.0,-0.11,-0.4,-0.98,0
33.3,31.0,80.0,-0.09,-0.41,-0.99,0
33.3,30.0,80.0,-0.1,-0.41,-0.99,0
33.3,32.0,80.0,-0.11,-0.4,-0.99,0
33.3,31.0,80.0,-0.1,-0.41,-0.99,0
33.3,31.0,80.0,-0.09,-0.42,-0.99,0
33.3,31.0,80.0,-0.11,-0.41,-1.0,0
33.3,30.0,80.0,-0.11,-0.41,-0.99,0
33.3,32.0,80.0,-0.11,-0.41,-0.99,0
33.3,31.0,80.0,-0.09,-0.42,-0.99,0
33.3,32.0,80.0,-0.06,-0.48,-1.0,0
33.3,31.0,80.0,-0.07,-0.52,-0.92,0
33.3,30.0,80.0,-0.04,-0.54,-0.92,0
33.3,31.0,80.0,-0.05,-0.53,-0.92,0
33.3,31.0,80.0,-0.05,-0.53,-0.92,0
33.3,31.0,80.0,-0.04,-0.54,-0.92,0
33.3,32.0,80.0,-0.05,-0.54,-0.93,0
33.3,30.0,80.0,-0.04,-0.49,-0.95,0
33.3,32.0,80.0,-0.04,-0.49,-0.96,0
33.3,30.0,80.0,-0.05,-0.49,-0.95,0
33.3,31.0,80.0,-0.05,-0.47,-0.96,0
33.3,30.0,80.0,-0.05,-0.49,-0.98,0
33.3,32.0,80.0,-0.07,-0.44,-0.99,0
33.3,30.0,80.0,-0.05,-0.52,-0.93,0
33.3,32.0,80.0,-0.09,-0.48,-0.96,0
33.3,31.0,80.0,-0.08,-0.48,-0.95,0
33.3,32.0,80.0,-0.09,-0.48,-0.97,0
33.3,31.0,80.0,-0.08,-0.44,-0.96,0
33.3,31.0,80.0,-0.11,-0.41,-0.99,0
33.3,31.0,80.0,-0.11,-0.39,-1.0,0
33.3,30.0,80.0,-0.11,-0.39,-1.0,0
33.3,32.0,80.0,-0.12,-0.37,-1.01,0
33.3,31.0,80.0,-0.11,-0.39,-1.01,0
33.3,31.0,80.0,-0.11,-0.39,-1.0,0
33.3,31.0,80.0,-0.12,-0.38,-1.0,0
33.3,30.0,80.0,-0.12,-0.36,-1.01,0
33.3,31.0,80.0,-0.12,-0.37,-1.01,0
33.3,31.0,80.0,-0.12,-0.36,-1.01,0
33.3,30.0,80.0,-0.13,-0.36,-1.0,0
33.3,32.0,80.0,-0.12,-0.36,-1.01,0
33.3,31.0,80.0,-0.12,-0.36,-1.01,0
33.3,31.0,80.0,-0.12,-0.36,-1.01,0
33.3,31.0,80.0,-0.08,-0.68,-0.87,0
,31.0,80.0,0.06,-0.57,-0.9,0
,31.0,80.0,0.07,-0.56,-0.91,0
,32.0,80.0,0.06,-0.57,-0.9,0
,32.0,80.0,0.06,-0.57,-0.91,0
,32.0,80.0,0.07,-0.66,-0.79,0
,31.0,80.0,0.07,-0.83,-0.65,0
,31.0,80.0,0.11,-0.84,-0.66,0
,31.0,80.0,0.41,-0.58,-0.78,0
,30.0,80.0,0.46,-0.57,-0.76,0
,30.0,80.0,0.48,-0.57,-0.74,0
,30.0,80.0,0.5,-0.55,-0.74,0
,31.0,80.0,0.5,-0.56,-0.73,0
,31.0,80.0,0.5,-0.55,-0.72,0
,31.0,80.0,0.5,-0.55,-0.73,0
,32.0,80.0,0.51,-0.55,-0.72,0
,31.0,80.0,0.27,-0.45,-0.89,0
,32.0,80.0,0.5,-0.46,-0.8,0
33.3,31.0,80.0,0.52,-0.49,-0.75,0
33.3,30.0,80.0,0.52,-0.49,-0.75,0
33.3,32.0,80.0,0.53,-0.5,-0.76,0
33.3,31.0,80.0,0.53,-0.48,-0.76,0
,31.0,80.0,0.18,-0.47,-0.93,0
33.3,30.0,80.0,0.24,-0.47,-0.92,0
33.3,32.0,80.0,0.23,-0.48,-0.93,0
33.3,31.0,80.0,0.24,-0.48,-0.91,0
33.3,31.0,80.0,0.25,-0.48,-0.93,0
33.3,30.0,80.0,0.25,-0.48,-0.92,0
33.3,32.0,80.0,0.25,-0.48,-0.92,0
33.3,31.0,80.0,0.25,-0.48,-0.93,0
33.3,30.0,80.0,0.25,-0.48,-0.92,0
33.3,32.0,80.0,0.24,-0.47,-0.93,0
33.3,31.0,80.0,0.25,-0.47,-0.92,0
33.3,31.0,80.0,0.25,-0.48,-0.92,0
33.3,30.0,80.0,0.25,-0.48,-0.94,0
33.3,32.0,80.0,0.24,-0.47,-0.93,0
33.3,31.0,80.0,0.25,-0.47,-0.92,0
33.3,30.0,80.0,0.25,-0.47,-0.93,0
33.3,31.0,80.0,0.25,-0.48,-0.93,0
33.3,32.0,80.0,0.25,-0.46,-0.93,0
33.3,31.0,80.0,0.25,-0.46,-0.92,0
33.3,30.0,80.0,0.09,-0.36,-1.0,0
-29.3,30.0,80.0,0.19,-0.45,-0.95,0
33.3,32.0,80.0,0.2,-0.44,-0.94,0
33.3,32.0,80.0,0.19,-0.44,-0.96,0
33.3,31.0,80.0,0.19,-0.45,-0.96,0
33.3,31.0,80.0,0.18,-0.46,-0.97,0
33.3,31.0,80.0,0.19,-0.44,-0.96,0
33.3,31.0,80.0,0.19,-0.44,-0.96,0
33.3,30.0,80.0,0.19,-0.44,-0.96,0
33.3,30.0,80.0,0.18,-0.43,-0.96,0
33.3,30.0,80.0,0.19,-0.43,-0.96,0
33.3,30.0,80.0,0.19,-0.43,-0.97,0
33.3,31.0,80.0,0.13,-0.44,-0.96,0
33.3,32.0,80.0,0.13,-0.44,-0.97,0
33.3,33.0,80.0,0.13,-0.44,-0.97,0
33.3,32.0,80.0,0.13,-0.45,-0.97,0
33.3,32.0,80.0,0.11,-0.47,-0.97,0
33.3,31.0,80.0,0.13,-0.44,-0.98,0
33.3,31.0,80.0,0.13,-0.44,-0.98,0
33.3,31.0,80.0,0.12,-0.46,-0.96,0
33.3,30.0,80.0,0.12,-0.45,-0.96,0
33.3,30.0,80.0,0.13,-0.43,-0.97,0
33.3,31.0,80.0,0.13,-0.44,-0.97,0
33.3,32.0,80.0,0.13,-0.45,-0.97,0
33.3,31.0,80.0,0.12,-0.45,-0.97,0
33.3,31.0,80.0,0.14,-0.45,-0.97,0
33.3,31.0,80.0,0.12,-0.44,-0.97,0
33.3,30.0,80.0,0.12,-0.44,-0.97,0
33.3,30.0,80.0,0.12,-0.44,-0.97,0
33.3,31.0,80.0,0.12,-0.45,-0.97,0
33.3,32.0,80.0,0.12,-0.44,-0.97,0
33.3,32.0,80.0,0.12,-0.45,-0.96,0
33.3,31.0,80.0,0.12,-0.44,-0.97,0
33.3,30.0,80.0,0.13,-0.44,-0.97,0
33.3,31.0,80.0,0.12,-0.45,-0.97,0
33.3,31.0,80.0,0.12,-0.44,-0.97,0
33.3,31.0,80.0,0.12,-0.44,-0.98,0
33.3,31.0,80.0,0.12,-0.44,-0.97,0
33.3,30.0,80.0,0.14,-0.49,-0.93,0
33.3,30.0,80.0,0.15,-0.48,-0.94,0
33.3,30.0,80.0,0.15,-0.48,-0.95,0
33.3,30.0,80.0,0.16,-0.49,-0.94,0
33.3,30.0,80.0,0.14,-0.48,-0.96,0
33.3,30.0,80.0,0.15,-0.49,-0.95,0
33.3,30.0,80.0,0.14,-0.45,-0.95,0
33.3,30.0,80.0,0.15,-0.48,-0.95,0
33.3,30.0,80.0,0.16,-0.47,-0.94,0
33.3,30.0,80.0,0.14,-0.49,-0.95,0
33.3,30.0,80.0,0.15,-0.48,-0.96,0
33.3,30.0,80.0,0.14,-0.5,-0.94,0
33.3,30.0,80.0,0.15,-0.49,-0.94,0
33.3,30.0,80.0,0.14,-0.49,-0.96,0
33.3,30.0,80.0,0.15,-0.47,-0.95,0
33.3,30.0,80.0,0.14,-0.48,-0.96,0
33.3,30.0,80.0,0.15,-0.5,-0.94,0
33.3,30.0,80.0,0.14,-0.48,-0.95,0
33.3,30.0,80.0,0.16,-0.48,-0.94,0
33.3,30.0,80.0,0.16,-0.48,-0.95,0
33.3,30.0,80.0,0.14,-0.5,-0.94,0
33.3,30.0,80.0,0.15,-0.48,-0.95,0
33.3,30.0,80.0,0.15,-0.48,-0.94,0
33.3,30.0,80.0,0.16,-0.48,-0.96,0
33.3,30.0,80.0,0.15,-0.48,-0.94,0
33.3,30.0,80.0,0.14,-0.49,-0.94,0
33.3,31.0,80.0,0.14,-0.5,-0.94,0
33.3,31.0,80.0,0.14,-0.49,-0.94,0
33.3,31.0,80.0,0.16,-0.48,-0.95,0
33.3,31.0,80.0,0.14,-0.48,-0.94,0
33.3,31.0,80.0,0.14,-0.49,-0.94,0
33.3,31.0,80.0,0.14,-0.49,-0.94,0
33.3,31.0,80.0,0.15,-0.48,-0.94,0
33.3,31.0,80.0,0.15,-0.48,-0.95,0
33.3,31.0,80.0,0.14,-0.5,-0.95,0
33.3,31.0,80.0,0.16,-0.5,-0.94,0
33.3,31.0,80.0,0.12,-0.71,-0.75,0
33.3,31.0,80.0,0.28,-0.88,-0.44,0
33.3,31.0,80.0,0.34,-0.81,-0.54,0
,31.0,80.0,0.11,-0.47,-0.97,0
33.3,31.0,80.0,0.09,-0.46,-0.98,0
33.4,32.0,80.0,0.12,-0.45,-0.97,0
33.8,31.0,80.0,0.12,-0.45,-0.98,0
33.8,30.0,80.0,0.11,-0.45,-0.97,0
33.8,31.0,80.0,0.11,-0.44,-0.97,0
33.8,31.0,80.0,0.11,-0.45,-0.98,0
33.8,30.0,80.0,0.11,-0.45,-0.98,0
33.8,31.0,80.0,0.12,-0.44,-0.98,0
33.8,31.0,80.0,0.1,-0.45,-0.98,0
33.8,30.0,80.0,0.1,-0.46,-0.98,0
33.8,31.0,80.0,0.1,-0.46,-0.98,0
33.8,31.0,80.0,0.11,-0.44,-0.98,0
33.8,31.0,80.0,0.1,-0.45,-0.97,0
33.8,31.0,80.0,0.11,-0.44,-0.98,0
33.8,30.0,80.0,0.11,-0.44,-0.98,0
33.8,31.0,80.0,0.01,-0.06,-1.1,0
,31.0,80.0,-0.02,-0.1,-1.06,0
,32.0,80.0,-0.03,-0.09,-1.07,1
,31.0,80.0,-0.01,-0.09,-1.09,1
,30.0,80.0,-0.01,-0.11,-1.07,0
,30.0,80.0,-0.02,-0.11,-1.08,0
,30.0,80.0,-0.02,-0.11,-1.07,0
,31.0,80.0,-0.05,0.09,-1.08,1
,31.0,80.0,0.04,-0.07,-1.08,1
,30.0,80.0,0.15,-0.43,-0.97,0
,30.0,80.0,0.26,-0.41,-0.97,0
,31.0,80.0,0.27,-0.41,-0.95,0
,31.0,80.0,0.27,-0.39,-0.95,0
,31.0,80.0,0.27,-0.39,-0.96,0
,31.0,80.0,0.27,-0.4,-0.96,0
,32.0,80.0,0.27,-0.4,-0.96,0
,31.0,80.0,0.27,-0.39,-0.96,0
,30.0,80.0,0.3,-0.39,-0.95,0
33.8,31.0,80.0,0.32,-0.42,-0.93,0
,31.0,80.0,0.34,-0.41,-0.93,0
,31.0,80.0,0.35,-0.44,-0.91,0
33.8,30.0,80.0,0.35,-0.44,-0.91,0
33.8,31.0,80.0,0.35,-0.44,-0.9,0
34.2,31.0,80.0,0.38,-0.43,-0.89,0
34.2,31.0,80.0,0.4,-0.43,-0.89,0
34.2,31.0,80.0,0.4,-0.43,-0.89,0
,31.0,80.0,0.41,-0.43,-0.88,0
34.2,30.0,80.0,0.4,-0.46,-0.86,0
34.2,31.0,80.0,0.47,-0.44,-0.85,0
34.2,31.0,80.0,0.48,-0.43,-0.83,0
34.2,30.0,80.0,-0.17,-0.29,-0.98,0
,31.0,80.0,-0.47,-0.57,-0.74,0
34.2,31.0,80.0,-0.28,1.35,-0.83,0
34.2,31.0,80.0,-0.41,0.87,-0.59,0
34.2,31.0,80.0,-0.06,0.82,-0.58,0
,31.0,80.0,-0.04,0.4,-0.96,0
,31.0,80.0,-0.07,0.14,-1.01,0
,31.0,80.0,-0.02,0.02,-1.09,1
34.2,31.0,80.0,0.0,0.14,-1.08,0
33.8,31.0,80.0,0.0,0.14,-1.07,0
33.8,31.0,80.0,-0.01,0.15,-1.07,0
33.8,31.0,80.0,0.05,0.14,-1.07,0
33.8,31.0,80.0,0.0,0.24,-1.07,0
33.8,31.0,80.0,0.09,0.16,-1.08,0
33.8,31.0,80.0,-0.13,-1.0,-0.33,0
33.8,31.0,80.0,-0.13,-0.96,0.17,0
,31.0,80.0,-0.07,-0.27,-1.05,0
33.9,31.0,80.0,-0.21,-0.18,-1.05,0
34.2,31.0,80.0,0.04,-0.18,-1.05,0
34.2,31.0,80.0,0.0,-0.24,-1.06,0
34.2,31.0,80.0,-0.01,-0.24,-1.01,0
34.2,31.0,80.0,-0.13,-0.19,-1.08,0
34.2,31.0,80.0,0.04,-0.87,-0.64,0
34.2,31.0,80.0,-0.15,-0.14,-1.02,0
34.2,31.0,80.0,0.09,-0.09,-1.07,1
34.2,31.0,80.0,-0.16,-0.33,-1.0,0
34.2,31.0,80.0,0.14,-0.21,-1.05,0
34.2,31.0,80.0,0.03,-0.3,-1.04,0
34.2,31.0,80.0,0.07,-0.12,-1.05,0
34.2,31.0,80.0,0.43,-0.2,-0.99,0
34.2,31.0,80.0,0.26,-0.23,-1.01,0
34.2,31.0,80.0,0.28,-0.32,-1.02,0
,31.0,80.0,-0.19,-0.73,-0.76,0
,31.0,80.0,-0.24,-0.64,-0.78,0
0.0,31.0,80.0,-0.25,-0.75,-0.74,0
34.2,31.0,80.0,-0.27,-0.66,-0.78,0
34.2,31.0,80.0,-0.25,-0.63,-0.66,0
34.2,31.0,80.0,-0.41,-0.62,-0.77,0
34.7,31.0,80.0,-0.21,-0.21,-1.04,0
34.7,31.0,80.0,-0.01,-0.18,-1.06,0
34.7,31.0,80.0,0.44,-0.66,-0.7,0
34.7,31.0,80.0,0.58,-0.5,-0.58,0
34.7,31.0,80.0,0.27,-0.98,-0.44,0
,31.0,80.0,0.43,-0.09,-0.96,1
,31.0,80.0,0.3,-0.18,-1.05,0
,31.0,80.0,0.25,-0.78,-0.63,0
31.3,31.0,80.0,-0.06,-0.55,-0.92,0
31.3,31.0,80.0,-0.11,-0.51,-0.93,0
31.3,31.0,80.0,-0.05,-0.58,-0.9,0
31.3,31.0,80.0,-0.05,-0.58,-0.92,0
31.3,31.0,80.0,-0.05,-0.58,-0.9,0
31.3,31.0,80.0,-0.05,-0.58,-0.91,0
31.3,31.0,80.0,-0.04,-0.58,-0.9,0
31.3,31.0,80.0,-0.04,-0.58,-0.91,0
31.8,31.0,80.0,-0.05,-0.58,-0.91,0
31.8,31.0,80.0,-0.05,-0.58,-0.91,0
31.8,31.0,80.0,-0.02,-0.6,-0.93,0
31.8,31.0,80.0,-0.04,-0.58,-0.92,0
31.8,31.0,80.0,-0.05,-0.58,-0.91,0
31.8,31.0,80.0,-0.05,-0.58,-0.91,0
31.8,31.0,80.0,-0.05,-0.58,-0.91,0
